word,category,emoji,difficulty
запитати про вагітність помилково,Причини померти від сорому,💀,normal
запитати про шлюб розлученого,Причини померти від сорому,💀,normal
недоречно запитати про дітей,Причини померти від сорому,💀,normal
зробити комплімент що прозвучав образливо,Причини померти від сорому,💀,normal
пожартувати невдало на серйозну тему,Причини померти від сорому,💀,normal
пожартувати про зовнішність і образити,Причини померти від сорому,💀,normal
пожартувати невдало і образити друга,Причини померти від сорому,💀,normal
переплутати схожих людей,Причини померти від сорому,💀,normal
переплутати статус стосунків спільного знайомого,Причини померти від сорому,💀,normal
запитати про роботу звільненого,Причини померти від сорому,💀,normal
проговоритися колезі про звільнення,Причини померти від сорому,💀,normal
проговоритися про сюрприз-вечірку,Причини померти від сорому,💀,normal
видати таємницю в п'яному стані,Причини померти від сорому,💀,normal
сказати зайве після келиха вина,Причини померти від сорому,💀,normal
протанцювати і порвати одяг,Причини померти від сорому,💀,normal
заснути на вечірці у гостей,Причини померти від сорому,💀,normal
проспати всю вечірку в кутку,Причини померти від сорому,💀,normal
виблювати на вечірці від переїдання,Причини померти від сорому,💀,normal
занадто багато випити на корпоративі,Причини померти від сорому,💀,normal
затанцювати з начальником на корпоративі,Причини померти від сорому,💀,normal
освідчитися в коханні на корпоративі,Причини померти від сорому,💀,normal
поцілувати не ту людину,Причини померти від сорому,💀,normal
переплутати партнерів під час танцю,Причини померти від сорому,💀,normal
наступити на ногу партнеру,Причини померти від сорому,💀,normal
впасти під час танцю,Причини померти від сорому,💀,normal
забути хореографію на виступі,Причини померти від сорому,💀,normal
виступити з порваним костюмом,Причини померти від сорому,💀,normal
порвати штани нахилившись на публіці,Причини померти від сорому,💀,normal
порвати одяг по шву,Причини померти від сорому,💀,normal
показати білизну через прозорий одяг,Причини померти від сорому,💀,normal
промокнути в світлому одязі,Причини померти від сорому,💀,normal
промокнути наскрізь перед важливою зустріччю,Причини померти від сорому,💀,normal
прийти мокрим на побачення,Причини померти від сорому,💀,normal
загубити парасольку прилюдно,Причини померти від сорому,💀,normal
перевернути парасольку на вітрі,Причини померти від сорому,💀,normal
посковзнутися на банановій шкірці,Причини померти від сорому,💀,normal
вдаритися головою об одвірок,Причини померти від сорому,💀,normal
вдаритися об скляні двері,Причини померти від сорому,💀,normal
врізатися в автоматичні двері,Причини померти від сорому,💀,normal
застрягти в турнікеті в метро,Причини померти від сорому,💀,normal
не пройти турнікет одразу,Причини померти від сорому,💀,normal
довго возитися з терміналом оплати,Причини померти від сорому,💀,normal
довго шукати дрібні гроші,Причини померти від сорому,💀,normal
дати забагато на чай,Причини померти від сорому,💀,normal
дати замало на чай,Причини померти від сорому,💀,normal
забути залишити чайові в компанії,Причини померти від сорому,💀,normal
не вистачити грошей на побаченні,Причини померти від сорому,💀,normal
попросити позичити грошей на побаченні,Причини померти від сорому,💀,normal
розділити рахунок незручно на побаченні,Причини померти від сорому,💀,normal
сперечатися хто платить рахунок,Причини померти від сорому,💀,normal
переплутати назву фільму на побаченні,Причини померти від сорому,💀,normal
проговоритися про таємницю під наркозом,Причини померти від сорому,💀,hard
розповісти лікарю неправду про симптоми,Причини померти від сорому,💀,hard
зомліти під час здачі крові,Причини померти від сорому,💀,hard
знепритомніти в черзі до лікаря,Причини померти від сорому,💀,hard
пукнути під час масажу,Причини померти від сорому,💀,hard
пукнути на прийомі у гінеколога,Причини померти від сорому,💀,hard
забути роздягнутися для огляду лікаря,Причини померти від сорому,💀,hard
переплутати кабінети лікарів,Причини померти від сорому,💀,hard
переплутати кабінет під час огляду,Причини померти від сорому,💀,hard
гикнути посеред тихої лекції,Причини померти від сорому,💀,hard
голосно забурчати животом на екзамені,Причини померти від сорому,💀,hard
пукнути під час здачі іспиту,Причини померти від сорому,💀,hard
списати і бути спійманим викладачем,Причини померти від сорому,💀,hard
заснути на власному захисті диплома,Причини померти від сорому,💀,hard
переплутати терміни в науковій доповіді,Причини померти від сорому,💀,hard
переплутати автора цитати на захисті,Причини померти від сорому,💀,hard
не відповісти на просте питання,Причини померти від сорому,💀,hard
забути власну тему дослідження,Причини померти від сорому,💀,hard
переплутати вживання слів іноземною мовою,Причини померти від сорому,💀,hard
сказати непристойне слово іноземною випадково,Причини померти від сорому,💀,hard
перекласти фразу з подвійним значенням,Причини померти від сорому,💀,hard
вжити русизм при перекладачі,Причини померти від сорому,💀,hard
переплутати відмінки в офіційному листі,Причини померти від сорому,💀,hard
зробити граматичну помилку в дипломі,Причини померти від сорому,💀,hard
неправильно наголосити слово перед аудиторією,Причини померти від сорому,💀,hard
переплутати наголос у чужому прізвищі,Причини померти від сорому,💀,hard
перекрутити цитату класика прилюдно,Причини померти від сорому,💀,hard
переплутати автора цитати в пості,Причини померти від сорому,💀,hard
процитувати неправильно відомого письменника,Причини померти від сорому,💀,hard
заплутатися в цитуванні на дебатах,Причини померти від сорому,💀,hard
програти дебати через нервовий сміх,Причини померти від сорому,💀,hard
розсміятися на серйозних теледебатах,Причини померти від сорому,💀,hard
чхнути в прямому ефірі,Причини померти від сорому,💀,hard
гикнути в прямому ефірі новин,Причини померти від сорому,💀,hard
забути текст в прямому ефірі,Причини померти від сорому,💀,hard
переплутати назви країн в ефірі,Причини померти від сорому,💀,hard
переплутати прапори країн на заході,Причини померти від сорому,💀,hard
вивісити прапор догори ногами,Причини померти від сорому,💀,hard
заспівати гімн іншої країни помилково,Причини померти від сорому,💀,hard
переплутати мелодії двох гімнів,Причини померти від сорому,💀,hard
вклонитися не тій особі,Причини померти від сорому,💀,hard
переплутати протокол на офіційному прийомі,Причини померти від сорому,💀,hard
подати руку монарху неправильно,Причини померти від сорому,💀,hard
порушити етикет за королівським столом,Причини померти від сорому,💀,hard
з'їсти не тим прибором,Причини померти від сорому,💀,hard
випити з чужого келиха,Причини померти від сорому,💀,hard
переплутати бокали для різних напоїв,Причини померти від сорому,💀,hard
розлити напій на важливого гостя,Причини померти від сорому,💀,hard
гикнути перед послом на переговорах,Причини померти від сорому,💀,hard
перебити мовця на міжнародних переговорах,Причини померти від сорому,💀,hard
переплутати синхронний переклад на конференції,Причини померти від сорому,💀,hard
невдало пожартувати через перекладача,Причини померти від сорому,💀,hard
пожартувати мовою що образила перекладача,Причини померти від сорому,💀,hard
не зрозуміти жарт іноземною мовою,Причини померти від сорому,💀,hard
засміятися невчасно через нерозуміння мови,Причини померти від сорому,💀,hard
переплутати часові пояси і спізнитися,Причини померти від сорому,💀,hard
зателефонувати вночі через часовий пояс,Причини померти від сорому,💀,hard
розбудити колегу серед ночі,Причини померти від сорому,💀,hard
переплутати дати через різні календарі,Причини померти від сорому,💀,hard
переплутати юліанський і григоріанський календар,Причини померти від сорому,💀,hard
неправильно порахувати вік за традицією,Причини померти від сорому,💀,hard
образити чужу традицію через незнання,Причини померти від сорому,💀,hard
порушити релігійний звичай ненавмисно,Причини померти від сорому,💀,hard
зайти в храм неналежно вдягнутим,Причини померти від сорому,💀,hard
не зняти взуття де прийнято,Причини померти від сорому,💀,hard
переплутати жести різних культур,Причини померти від сорому,💀,hard
показати образливий жест ненавмисно,Причини померти від сорому,💀,hard
неправильно скласти руки для молитви,Причини померти від сорому,💀,hard
переплутати сторони при поклоні,Причини померти від сорому,💀,hard
вклонитися замало на офіційній зустрічі,Причини померти від сорому,💀,hard
потиснути руку коли треба вклонитися,Причини померти від сорому,💀,hard
обійняти там де прийнято кланятись,Причини померти від сорому,💀,hard
поцілувати в щоку помилково,Причини померти від сорому,💀,hard
заговорити з набитим ротом,Причини померти від сорому,💀,hard
плямкати за столом при гостях,Причини померти від сорому,💀,hard
чавкати голосно на діловому обіді,Причини померти від сорому,💀,hard
облизати пальці на офіційному прийомі,Причини померти від сорому,💀,hard
взяти їжу не тим приладом,Причини померти від сорому,💀,hard
з'їсти декоративну прикрасу страви,Причини померти від сорому,💀,hard
переплутати страву з декором столу,Причини померти від сорому,💀,hard
покласти лікті на святковий стіл,Причини померти від сорому,💀,hard
розмовляти по телефону за столом,Причини померти від сорому,💀,hard
перевірити телефон під час переговорів,Причини померти від сорому,💀,hard
заснути на важливих переговорах,Причини померти від сорому,💀,hard
хропти під час ділової зустрічі,Причини померти від сорому,💀,hard
підписати не в тому місці,Причини померти від сорому,💀,hard
підписати не ту сторінку контракту,Причини померти від сорому,💀,hard
переплутати сторінки в важливому контракті,Причини померти від сорому,💀,hard
загубити важливий документ перед підписанням,Причини померти від сорому,💀,hard
посадити пляму на офіційний документ,Причини померти від сорому,💀,hard
розлити каву на контракт,Причини померти від сорому,💀,hard
зламати ручку під час підписання,Причини померти від сорому,💀,hard
забути ручку на підписанні контракту,Причини померти від сорому,💀,hard
переплутати печатки компаній,Причини померти від сорому,💀,hard
поставити не ту печатку,Причини померти від сорому,💀,hard
переплутати логотипи конкурентів у презентації,Причини померти від сорому,💀,hard
згадати назву компанії-конкурента замість своєї,Причини померти від сорому,💀,hard
похвалити продукт конкурента випадково,Причини померти від сорому,💀,hard
переплутати бренди в рекламному ролику,Причини померти від сорому,💀,hard
переплутати назву бренда в рекламі,Причини померти від сорому,💀,hard
переплутати слоган компанії прилюдно,Причини померти від сорому,💀,hard
переплутати слова гімну компанії,Причини померти від сорому,💀,hard
заспівати корпоративний гімн з помилками,Причини померти від сорому,💀,hard
переплутати ритуал посвяти новачків,Причини померти від сорому,💀,hard
осоромитися на корпоративному тімбілдингу,Причини померти від сорому,💀,hard
програти командну гру перед офісом,Причини померти від сорому,💀,hard
впасти під час корпоративного квесту,Причини померти від сорому,💀,hard
застрягти в костюмі маскота,Причини померти від сорому,💀,hard
впасти в костюмі талісмана,Причини померти від сорому,💀,hard
налякати дитину невдалим костюмом клоуна,Причини померти від сорому,💀,hard
зіпсувати дитяче свято невдалим фокусом,Причини померти від сорому,💀,hard
провалити фокус перед дітьми,Причини померти від сорому,💀,hard
забути слова казки розповідаючи дітям,Причини померти від сорому,💀,hard
переплутати персонажів казки при дітях,Причини померти від сорому,💀,hard
дати дитині неправильну відповідь,Причини померти від сорому,💀,hard
збрехати дитині і бути спійманим,Причини померти від сорому,💀,hard
не впізнати себе в костюмі,Причини померти від сорому,💀,hard
переплутати роль на шкільній виставі,Причини померти від сорому,💀,hard
забути репліку на шкільному спектаклі,Причини померти від сорому,💀,hard
вийти на сцену без костюма,Причини померти від сорому,💀,hard
переплутати сцени в шкільній п'єсі,Причини померти від сорому,💀,hard
вигукнути суфлерську підказку занадто голосно,Причини померти від сорому,💀,hard
підказати неправильну репліку зі сцени,Причини померти від сорому,💀,hard
зааплодувати не в тому місці,Причини померти від сорому,💀,hard
заплескати в неправильний момент,Причини померти від сорому,💀,hard
свиснути на класичному концерті,Причини померти від сорому,💀,hard
телефон задзвонив на симфонії,Причини померти від сорому,💀,hard
увімкнути гучний рингтон в опері,Причини померти від сорому,💀,hard
заговорити вголос під час вистави,Причини померти від сорому,💀,hard
коментувати фільм вголос у кінозалі,Причини померти від сорому,💀,hard
шелестіти попкорном на весь зал,Причини померти від сорому,💀,hard
розсипати попкорн на сусіда,Причини померти від сорому,💀,hard
захропти на прем'єрі фільму,Причини померти від сорому,💀,hard
проспати власну прем'єру як актор,Причини померти від сорому,💀,hard
забути подякувати отримавши нагороду,Причини померти від сорому,💀,hard
проспати будильник,Погані вчинки,😈,easy
з'їсти останній шматок торта,Погані вчинки,😈,easy
списати домашнє завдання,Погані вчинки,😈,easy
прогуляти урок,Погані вчинки,😈,easy
збрехати про причину запізнення,Погані вчинки,😈,easy
не помити посуд,Погані вчинки,😈,easy
пролізти без черги,Погані вчинки,😈,easy
підказувати на іспиті,Погані вчинки,😈,easy
вдавати хворим,Погані вчинки,😈,easy
не повернути борг,Погані вчинки,😈,easy
пліткувати про подругу,Погані вчинки,😈,easy
ігнорувати повідомлення,Погані вчинки,😈,easy
запізнитися на зустріч,Погані вчинки,😈,easy
з'їсти чужу цукерку,Погані вчинки,😈,easy
сховати пульт від телевізора,Погані вчинки,😈,easy
звалити провину на брата,Погані вчинки,😈,easy
не винести сміття,Погані вчинки,😈,easy
проїхати на жовте світло,Погані вчинки,😈,easy
перейти дорогу на червоне,Погані вчинки,😈,easy
взяти чужу річ без дозволу,Погані вчинки,😈,easy
голосно розмовляти в кінотеатрі,Погані вчинки,😈,easy
забути про день народження друга,Погані вчинки,😈,easy
скасувати плани в останню хвилину,Погані вчинки,😈,easy
позичити гроші і не віддати,Погані вчинки,😈,easy
читати чужі повідомлення,Погані вчинки,😈,easy
підглянути пароль,Погані вчинки,😈,easy
лайкнути фото колишнього,Погані вчинки,😈,easy
заснути на лекції,Погані вчинки,😈,easy
прикинутися зайнятим,Погані вчинки,😈,easy
вкрасти степлер з офісу,Погані вчинки,😈,easy
випити чужу каву,Погані вчинки,😈,easy
не поступитися місцем у транспорті,Погані вчинки,😈,easy
припаркуватися на чужому місці,Погані вчинки,😈,easy
штовхнути в натовпі не вибачившись,Погані вчинки,😈,easy
не прибрати за собакою,Погані вчинки,😈,easy
насміхатися за спиною,Погані вчинки,😈,easy
розказати чужий секрет,Погані вчинки,😈,easy
фліртувати маючи пару,Погані вчинки,😈,easy
взяти зайву решту,Погані вчинки,😈,easy
приховати чек від партнера,Погані вчинки,😈,easy
купити зайву річ тайкома,Погані вчинки,😈,easy
не почистити зуби,Погані вчинки,😈,easy
носити один одяг кілька днів,Погані вчинки,😈,easy
користуватися чужою зубною щіткою,Погані вчинки,😈,easy
підмінити цукор сіллю,Погані вчинки,😈,easy
намалювати вуса на фото,Погані вчинки,😈,easy
зав'язати шнурки докупи,Погані вчинки,😈,easy
сховати чиїсь речі заради жарту,Погані вчинки,😈,easy
налякати когось у темряві,Погані вчинки,😈,easy
відкласти справи на завтра,Погані вчинки,😈,easy
полінуватися застелити ліжко,Погані вчинки,😈,easy
вимкнути будильник і спати далі,Погані вчинки,😈,easy
прогуляти ранкову пробіжку,Погані вчинки,😈,easy
лежати в ліжку до обіду,Погані вчинки,😈,easy
прогуляти важливу пару,Погані вчинки,😈,easy
прогуляти школу вдаючи хворим,Погані вчинки,😈,easy
писати шпаргалку,Погані вчинки,😈,easy
здати чужий реферат,Погані вчинки,😈,easy
малювати в зошиті замість конспекту,Погані вчинки,😈,easy
піти з роботи раніше непомітно,Погані вчинки,😈,easy
присвоїти чужу ідею,Погані вчинки,😈,easy
ховатися в туалеті від роботи,Погані вчинки,😈,easy
листуватися особисто в робочий час,Погані вчинки,😈,easy
взяти вихідний за фейковою причиною,Погані вчинки,😈,easy
скинути роботу на колегу,Погані вчинки,😈,easy
заснути на нараді,Погані вчинки,😈,easy
взяти зайвий папір для дому,Погані вчинки,😈,easy
проскочити без квитка,Погані вчинки,😈,easy
не ввімкнути поворотник,Погані вчинки,😈,easy
перевищити швидкість трошки,Погані вчинки,😈,easy
заїхати на тротуар,Погані вчинки,😈,easy
округлити чайові в мінус,Погані вчинки,😈,easy
купити собі подарунок з бюджету,Погані вчинки,😈,easy
не сказати про знижку,Погані вчинки,😈,easy
поставити статус офлайн навмисно,Погані вчинки,😈,easy
вистежити когось в соцмережах,Погані вчинки,😈,easy
зробити скріншот переписки,Погані вчинки,😈,easy
видалити коментар і заблокувати,Погані вчинки,😈,easy
писати під чужим акаунтом,Погані вчинки,😈,easy
не відповідати на дзвінок навмисно,Погані вчинки,😈,easy
залипнути в телефоні замість роботи,Погані вчинки,😈,easy
позичити річ і не повернути,Погані вчинки,😈,easy
ревнувати без причини,Погані вчинки,😈,easy
ігнорувати друга через образу,Погані вчинки,😈,easy
сказати комплімент нещиро,Погані вчинки,😈,easy
прикинутися що не бачив повідомлення,Погані вчинки,😈,easy
позаздрити успіху друга,Погані вчинки,😈,easy
зайняти ванну надовго,Погані вчинки,😈,easy
не попередити що закінчилось молоко,Погані вчинки,😈,easy
підслухати розмову батьків,Погані вчинки,😈,easy
увімкнути музику голосно вночі,Погані вчинки,😈,easy
не вигуляти собаку вчасно,Погані вчинки,😈,easy
забути погодувати кота,Погані вчинки,😈,easy
заховати доказ провини,Погані вчинки,😈,easy
зайняти лежак рушником,Погані вчинки,😈,easy
не прибрати посуд у кафе,Погані вчинки,😈,easy
користуватись експрес-касою з повним візком,Погані вчинки,😈,easy
збрехати про вік,Погані вчинки,😈,easy
перебільшити свої досягнення,Погані вчинки,😈,easy
обіцяти і не виконати,Погані вчинки,😈,easy
прикинутися що не почув питання,Погані вчинки,😈,easy
поставити будильник на чужому телефоні,Погані вчинки,😈,easy
приклеїти наліпку на спину,Погані вчинки,😈,easy
голосно робити ремонт у вихідний,Погані вчинки,😈,easy
парковатися на місці сусіда,Погані вчинки,😈,easy
позичити інструмент і не віддати,Погані вчинки,😈,easy
з'їсти печиво і звинуватити кота,Погані вчинки,😈,easy
вилизати ложку і покласти назад,Погані вчинки,😈,easy
відкусити і покласти назад,Погані вчинки,😈,easy
випити останню каву без питання,Погані вчинки,😈,easy
з'їсти чужий йогурт,Погані вчинки,😈,easy
взяти цукерку з вази двічі,Погані вчинки,😈,easy
доїсти морозиво тайкома,Погані вчинки,😈,easy
не поділитися піцою,Погані вчинки,😈,easy
підʼїсти шоколадку брата,Погані вчинки,😈,easy
вдавати зайнятим на нараді,Погані вчинки,😈,easy
збрехати що надіслав лист,Погані вчинки,😈,easy
присвоїти собі заслугу команди,Погані вчинки,😈,easy
взяти чужий одяг без дозволу,Погані вчинки,😈,easy
залишити безлад і піти,Погані вчинки,😈,easy
обманути вчителя про причину запізнення,Погані вчинки,😈,easy
пропустити збори без причини,Погані вчинки,😈,easy
підробити підпис батьків,Погані вчинки,😈,easy
сказати що собака з'їв зошит,Погані вчинки,😈,easy
списати контрольну в сусіда,Погані вчинки,😈,easy
підглянути в телефон на іспиті,Погані вчинки,😈,easy
промовчати про зайву решту,Погані вчинки,😈,easy
взяти без дозволу останній стілець,Погані вчинки,😈,easy
зайняти чужу парковку навмисно,Погані вчинки,😈,easy
вдати що не чуєш будильника,Погані вчинки,😈,easy
не почути прохання навмисно,Погані вчинки,😈,easy
з'їсти чиюсь заначку цукерок,Погані вчинки,😈,easy
взяти в борг і забути,Погані вчинки,😈,easy
не поділитися парасолькою під дощем,Погані вчинки,😈,easy
пропустити чергу у поліклініці,Погані вчинки,😈,easy
вдати сон щоб уникнути розмови,Погані вчинки,😈,easy
відмовитись платити свою частку рахунку,Погані вчинки,😈,easy
з'їсти останню котлету і збрехати,Погані вчинки,😈,easy
не помити улюблену чашку,Погані вчинки,😈,easy
приховати що зламав чужу річ,Погані вчинки,😈,easy
сховати оцінку від батьків,Погані вчинки,😈,easy
вирвати сторінку з щоденника,Погані вчинки,😈,easy
підмінити щоденник на новий,Погані вчинки,😈,easy
не передати здачу в маршрутці,Погані вчинки,😈,easy
пройти в кіно чужим квитком,Погані вчинки,😈,easy
заплатити менше і не сказати,Погані вчинки,😈,easy
взяти зайву порцію в їдальні,Погані вчинки,😈,easy
з'їсти чиюсь порцію в їдальні,Погані вчинки,😈,easy
заховати улюблену іграшку брата,Погані вчинки,😈,easy
зламати іграшку і звинуватити когось,Погані вчинки,😈,easy
підглянути подарунок до дня народження,Погані вчинки,😈,easy
розгорнути подарунок раніше часу,Погані вчинки,😈,easy
підслухати під дверима,Погані вчинки,😈,easy
читати чужий щоденник,Погані вчинки,😈,easy
взяти без дозволу мамину помаду,Погані вчинки,😈,easy
поносити татові навушники без дозволу,Погані вчинки,😈,easy
взяти машину без дозволу,Погані вчинки,😈,easy
покататись на чужому велосипеді тайкома,Погані вчинки,😈,easy
заїхати на чужий город,Погані вчинки,😈,easy
забути вигулювати собаку сусіда,Погані вчинки,😈,easy
пропустити своє чергування,Погані вчинки,😈,easy
не полити квіти як обіцяв,Погані вчинки,😈,easy
забути про обіцянку,Погані вчинки,😈,easy
проспати зустріч з другом,Погані вчинки,😈,easy
запізнитись на роботу навмисно,Погані вчинки,😈,easy
вдати що телефон розрядився,Погані вчинки,😈,easy
ігнорувати дзвінок від батьків,Погані вчинки,😈,easy
прикинутись зайнятим а насправді відпочивати,Погані вчинки,😈,easy
відмовитись допомагати з переїздом,Погані вчинки,😈,easy
піти з вечірки не попрощавшись,Погані вчинки,😈,easy
з'їсти торт до свята,Погані вчинки,😈,easy
відкрити подарунок і закрити назад,Погані вчинки,😈,easy
потайки з'їсти святкову шоколадку,Погані вчинки,😈,easy
взяти в борг книгу назавжди,Погані вчинки,😈,easy
не повернути позичену парасольку,Погані вчинки,😈,easy
взяти чужий зошит без дозволу,Погані вчинки,😈,easy
затримати чужу книгу з бібліотеки,Погані вчинки,😈,easy
не сказати про зіпсований продукт,Погані вчинки,😈,easy
сховати смаколик від сім'ї,Погані вчинки,😈,easy
доїсти дитячий сніданок тайкома,Погані вчинки,😈,easy
видати чужу ідею за свою,Погані вчинки,😈,normal
підставити колегу перед начальником,Погані вчинки,😈,normal
навмисно затримати важливу відповідь,Погані вчинки,😈,normal
піддатися дитині в грі непомітно,Погані вчинки,😈,normal
підбурити сварку між друзями,Погані вчинки,😈,normal
фліртувати з чужим партнером,Погані вчинки,😈,normal
розповісти секрет під приводом турботи,Погані вчинки,😈,normal
зіпсувати сюрприз навмисно,Погані вчинки,😈,normal
похвалитися чужим досягненням,Погані вчинки,😈,normal
присвоїти собі чужий комплімент,Погані вчинки,😈,normal
навмисно ігнорувати повідомлення годинами,Погані вчинки,😈,normal
переказати чутку не перевіривши,Погані вчинки,😈,normal
виставити старе фото як нове,Погані вчинки,😈,normal
похизуватися неправдивими досягненнями в соцмережах,Погані вчинки,😈,normal
видати підробку за оригінал,Погані вчинки,😈,normal
вдавати експерта не маючи досвіду,Погані вчинки,😈,normal
приховати кредит від сім'ї,Погані вчинки,😈,normal
витратити спільні заощадження без дозволу,Погані вчинки,😈,normal
підробити результат тесту на роботі,Погані вчинки,😈,normal
приписати собі зайві години роботи,Погані вчинки,😈,normal
взяти лікарняний без хвороби,Погані вчинки,😈,normal
таємно працювати під час відпустки,Погані вчинки,😈,normal
вдавати перевтомленим щоб уникнути завдань,Погані вчинки,😈,normal
навмисно провалити нецікаве завдання,Погані вчинки,😈,normal
затягнути дедлайн уникаючи зайвого,Погані вчинки,😈,normal
підмінити звіт вигіднішими цифрами,Погані вчинки,😈,normal
приховати помилку від керівництва,Погані вчинки,😈,normal
звалити провину на колегу,Погані вчинки,😈,normal
приховати правку переписавши історію,Погані вчинки,😈,normal
видалити невигідний коментар з допису,Погані вчинки,😈,normal
заблокувати критика в соцмережах,Погані вчинки,😈,normal
створити фейковий акаунт заради жарту,Погані вчинки,😈,normal
написати анонімний коментар про знайомого,Погані вчинки,😈,normal
поставити дизлайк з анонімного акаунта,Погані вчинки,😈,normal
підглянути особисті повідомлення партнера,Погані вчинки,😈,normal
перевірити телефон партнера тайкома,Погані вчинки,😈,normal
завести таємний акаунт від партнера,Погані вчинки,😈,normal
брехати про своє місцезнаходження,Погані вчинки,😈,normal
уникнути родичів вигаданим приводом,Погані вчинки,😈,normal
симулювати інтерес до чужої розповіді,Погані вчинки,😈,normal
позіхати і вдавати зацікавленість,Погані вчинки,😈,normal
втекти з нудної вечірки,Погані вчинки,😈,normal
позичати в кількох людей одночасно,Погані вчинки,😈,normal
підвищити ціну знайомому мовчки,Погані вчинки,😈,normal
продати зіпсований товар без попередження,Погані вчинки,😈,normal
приховати дефект товару при продажу,Погані вчинки,😈,normal
взяти чайові призначені колезі,Погані вчинки,😈,normal
привласнити знахідку не шукаючи власника,Погані вчинки,😈,normal
залишити чужу знахідку собі,Погані вчинки,😈,normal
не повернути гаманець одразу,Погані вчинки,😈,normal
скористатись чужою знижковою карткою,Погані вчинки,😈,normal
видати себе за іншу людину,Погані вчинки,😈,normal
підробити довідку для відгулу,Погані вчинки,😈,normal
симулювати травму для відгулу,Погані вчинки,😈,normal
взяти двічі участь у розіграші,Погані вчинки,😈,normal
проголосувати кілька разів в опитуванні,Погані вчинки,😈,normal
накрутити лайки собі,Погані вчинки,😈,normal
